,Личность подтверждена,Стаж,На сайте,Заказы в работе,Оценка,Количество отзывов,С отличием,Топ-10 вуз,Предмет ЕГЭ,Гуманитарная наука,Естественная наука,Техническая наука,Большой стаж,Статус_Аспирант или ординатор очной формы обучения,Статус_Преподаватель университета или колледжа,Статус_Студент,Статус_Частный преподаватель,Статус_Школьный преподаватель,Формат обучения_Дистанционно,Формат обучения_У репетитора,Формат обучения_У ученика,Предмет_Английский язык,Предмет_Биология,Предмет_География,Предмет_Информатика,Предмет_Испанский язык,Предмет_Логопед,Предмет_Математика,Предмет_Музыка,Предмет_Обществознание,Предмет_Русский язык,Предмет_Физика,Предмет_Химия,Предмет_Экономика,Стаж^2,На сайте^2,Заказы в работе^2,Оценка^2,Количество отзывов^2,Стаж * На сайте,Стаж * Заказы в работе,Стаж * Оценка,Стаж * Количество отзывов,На сайте * Заказы в работе,На сайте * Оценка,На сайте * Количество отзывов,Заказы в работе * Оценка,Заказы в работе * Количество отзывов,Оценка * Количество отзывов,Стаж^2 * На сайте,Стаж^2 * Заказы в работе,Стаж^2 * Оценка,Стаж^2 * Количество отзывов,На сайте^2 * Стаж,На сайте^2 * Заказы в работе,На сайте^2 * Оценка,На сайте^2 * Количество отзывов,Заказы в работе^2 * Стаж,Заказы в работе^2 * На сайте,Заказы в работе^2 * Оценка,Заказы в работе^2 * Количество отзывов,Оценка^2 * Стаж,Оценка^2 * На сайте,Оценка^2 * Заказы в работе,Оценка^2 * Количество отзывов,Количество отзывов^2 * Стаж,Количество отзывов^2 * На сайте,Количество отзывов^2 * Заказы в работе,Количество отзывов^2 * Оценка,Цена
10,1.0,0.09836065573770492,0.7142857142857143,0.2743362831858407,1.0,0.21518987341772153,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01249024199843872,0.5102040816326531,0.0752603962722218,1.0,0.04630668162153501,0.11290322580645161,0.06739130434782609,0.09949216804864443,0.04722222222222222,0.23273273273273273,0.7142857142857143,0.17932489451476794,0.2776683028196768,0.06704408116532028,0.21518987341772153,0.012747138397502602,0.011793478260869565,0.01261596558854311,0.008263888888888888,0.08116883116883117,0.19394394394394393,0.5102040816326531,0.14943741209563993,0.025951930866864703,0.06499742986229473,0.07617449015407063,0.02088810568969777,0.10274343434406157,0.7142857142857143,0.2810407923276081,0.21518987341772153,0.012742504409171075,0.038588901351279174,0.014427207339372717,0.04630668162153501,5000.0
11,1.0,0.11475409836065574,0.42857142857142855,0.09734513274336283,1.0,0.12658227848101267,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01639344262295082,0.1836734693877551,0.009476074868822931,1.0,0.01602307322544464,0.07741935483870968,0.02732919254658385,0.11604725528744375,0.031746031746031744,0.04954954954954955,0.42857142857142855,0.06329113924050633,0.09852746229085306,0.013994020736594365,0.12658227848101267,0.009989594172736732,0.00546583850931677,0.016557653026352474,0.006349206349206349,0.03339517625231911,0.024774774774774775,0.1836734693877551,0.03164556962025317,0.0037344238262412718,0.004910315721126532,0.009591168895569767,0.0015470776693722412,0.11942256329601961,0.42857142857142855,0.09972415211624802,0.12658227848101267,0.005039052658100277,0.00801153661272232,0.0017713950299486536,0.01602307322544464,3500.0
12,0.0,0.5901639344262295,0.42857142857142855,0.12389380530973451,1.0,0.13924050632911392,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3559718969555035,0.1836734693877551,0.0153496749941264,1.0,0.019387918602788014,0.3580645161290323,0.1608695652173913,0.596144785212624,0.16150793650793652,0.06306306306306306,0.42857142857142855,0.06962025316455696,0.12539858837017662,0.01959162903123211,0.13924050632911392,0.21368366285119667,0.14880434782608695,0.359484460115767,0.14939484126984126,0.15445269016697588,0.03153153153153153,0.1836734693877551,0.03481012658227848,0.027977315689981096,0.007953899845791737,0.0155361082936502,0.002756611119972357,0.603117302902803,0.42857142857142855,0.12692164814795204,0.13924050632911392,0.028199798437893674,0.009693959301394007,0.0027279483461209266,0.019387918602788014,2000.0
13,0.0,0.04918032786885246,0.42857142857142855,0.22123893805309736,0.9325000000000001,0.1518987341772152,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0039032006245121,0.1836734693877551,0.04894666771086224,0.8905375000000002,0.023073225444640282,0.03870967741935484,0.031055900621118012,0.04625100748866581,0.01904761904761905,0.11261261261261261,0.40542857142857147,0.0759493670886076,0.21183404392533411,0.03816551109980281,0.14369620253164558,0.002497398543184183,0.003105590062111801,0.003717212028944694,0.0019047619047619048,0.016697588126159554,0.05630630630630631,0.17375510204081634,0.0379746835443038,0.009644689633887581,0.025363201038876716,0.046865938921534095,0.00958932439693538,0.0456952091410372,0.3835354285714287,0.2028289529892369,0.13593660759493675,0.0036281179138321997,0.011536612722320141,0.005797292825286503,0.021827271270629712,800.0
14,0.0,0.09836065573770492,0.42857142857142855,0.0752212389380531,1.0,0.12658227848101267,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01249024199843872,0.1836734693877551,0.005658234787375676,1.0,0.01602307322544464,0.06774193548387097,0.01847826086956522,0.09949216804864443,0.027777777777777776,0.038288288288288286,0.42857142857142855,0.06329113924050633,0.0761348572247501,0.010813561478277464,0.12658227848101267,0.007648283038501561,0.003233695652173913,0.01261596558854311,0.004861111111111111,0.02922077922077922,0.019144144144144143,0.1836734693877551,0.03164556962025317,0.0019511207129354578,0.002931986040094148,0.005726958286817485,0.0009237715835714416,0.10274343434406157,0.42857142857142855,0.07705957208982803,0.12658227848101267,0.004409171075837742,0.00801153661272232,0.0013688052504148688,0.01602307322544464,1600.0
15,1.0,0.21311475409836064,0.42857142857142855,0.12389380530973451,1.0,0.08860759493670886,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0507416081186573,0.1836734693877551,0.0153496749941264,1.0,0.007851305880467873,0.13548387096774195,0.06086956521739131,0.21537777872023964,0.03888888888888889,0.06306306306306306,0.42857142857142855,0.04430379746835443,0.12539858837017662,0.012467400292602251,0.08860759493670886,0.030593132154006244,0.021304347826086957,0.05124450247907486,0.01361111111111111,0.05844155844155844,0.03153153153153153,0.1836734693877551,0.022151898734177215,0.01058601134215501,0.007953899845791737,0.0155361082936502,0.0017542070763460454,0.21949733700776788,0.42857142857142855,0.12692164814795204,0.08860759493670886,0.004320987654320987,0.003925652940233937,0.0011047063550407058,0.007851305880467873,4025.0
16,1.0,0.18032786885245902,1.0,0.4911504424778761,1.0,0.4177215189873418,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03721051262034868,1.0,0.24122875714621347,1.0,0.17449126742509213,0.2709677419354839,0.20683229813664597,0.18226760424264102,0.15714285714285714,0.5833333333333334,1.0,0.4873417721518987,0.4971158324674859,0.23300044526429617,0.4177215189873418,0.052445369406867844,0.06204968944099379,0.03757998602800241,0.047142857142857146,0.2727272727272727,0.6805555555555556,1.0,0.5685654008438819,0.14259866517495468,0.2916666666666667,0.24415866107916342,0.12996507248410488,0.1861390791038518,1.0,0.5031536765865241,0.4177215189873418,0.08231292517006802,0.20357314532927415,0.09732929992052877,0.17449126742509213,4125.0
17,1.0,0.11475409836065574,0.2857142857142857,0.1415929203539823,1.0,0.10126582278481013,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01639344262295082,0.08163265306122448,0.020048555094369175,1.0,0.01025476686428457,0.05161290322580645,0.03975155279503106,0.11604725528744375,0.025396825396825397,0.04804804804804805,0.2857142857142857,0.03375527426160337,0.143312672423059,0.016283951402582535,0.10126582278481013,0.006659729448491155,0.007950310559006211,0.016557653026352474,0.005079365079365079,0.014842300556586271,0.016016016016016016,0.08163265306122448,0.011251758087201125,0.007900929748080706,0.006925844763682601,0.020292059812114547,0.0026185248486564876,0.11942256329601961,0.2857142857142857,0.14505331216908804,0.10126582278481013,0.0032249937011841773,0.00341825562142819,0.001649007736970383,0.01025476686428457,3271.875
18,0.0,0.16393442622950818,0.8571428571428571,0.2610619469026549,1.0,0.20253164556962025,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0312256049960968,0.7346938775510204,0.06815334012060459,1.0,0.04101906745713828,0.2129032258064516,0.10077639751552794,0.1657125170038417,0.06984126984126984,0.26576576576576577,0.8571428571428571,0.20253164556962025,0.26423273978001505,0.06004707079702309,0.20253164556962025,0.03777315296566077,0.027713509316770187,0.03153606529002805,0.019206349206349206,0.1836734693877551,0.26576576576576577,0.7346938775510204,0.20253164556962025,0.03693048107711894,0.07063144225306388,0.0689811134823933,0.017802900387057098,0.16945995015189375,0.8571428571428571,0.26744204431175606,0.20253164556962025,0.017737465356512976,0.04101906745713828,0.012161432060156576,0.04101906745713828,2218.75
19,1.0,0.08196721311475409,0.2857142857142857,0.06637168141592921,1.0,0.02531645569620253,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009107468123861567,0.08163265306122448,0.004405200093977602,1.0,0.0006409229290177856,0.03870967741935484,0.013975155279503106,0.0829370808098451,0.004761904761904762,0.02252252252252252,0.2857142857142857,0.008438818565400843,0.06717781519830891,0.0019082755549901405,0.02531645569620253,0.0037460978147762745,0.0020962732919254656,0.009199836475774997,0.0007142857142857143,0.011131725417439703,0.0075075075075075074,0.08163265306122448,0.0028129395218002813,0.0013020331005748236,0.001521792062332603,0.004458704548560326,0.0001438398659540307,0.08606430539210351,0.2857142857142857,0.06799374007926001,0.02531645569620253,0.0001511715797430083,0.00021364097633926187,4.831077354405419e-05,0.0006409229290177856,1680.0
20,0.0,0.5081967213114754,0.7142857142857143,0.07079646017699115,1.0,0.0759493670886076,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26619828259172523,0.5102040816326531,0.005012138773592294,1.0,0.0057683063611600706,0.5161290322580645,0.07950310559006211,0.5133693490186274,0.0761904761904762,0.06006006006006006,0.7142857142857143,0.06329113924050633,0.0716563362115295,0.00610648177596845,0.0759493670886076,0.2663891779396462,0.06360248447204969,0.26882564904615164,0.06095238095238095,0.37105751391465674,0.05005005005005005,0.5102040816326531,0.052742616033755275,0.007900929748080706,0.004328652977301626,0.005073014953028637,0.0004909734091230914,0.5197216581430127,0.7142857142857143,0.07252665608454402,0.0759493670886076,0.0072562358276643995,0.004806921967633392,0.00046378342602292023,0.0057683063611600706,3600.0
21,1.0,0.04918032786885246,0.2857142857142857,0.14601769911504425,1.0,0.08860759493670886,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0039032006245121,0.08163265306122448,0.021321168454851595,1.0,0.007851305880467873,0.025806451612903226,0.020496894409937887,0.049826906332246464,0.011111111111111112,0.04954954954954955,0.2857142857142857,0.029535864978902954,0.14779119343627958,0.014693721773424082,0.08860759493670886,0.0016649323621227888,0.0020496894409937887,0.003944253225362513,0.0011111111111111111,0.0074211502782931356,0.016516516516516516,0.08163265306122448,0.009845288326300985,0.00420122680452143,0.007365473581689798,0.021580130015031975,0.00243664732926128,0.05270604748818743,0.2857142857142857,0.14958622817437203,0.08860759493670886,0.0012345679012345679,0.002617101960155958,0.0013019753470122604,0.007851305880467873,1462.5
22,1.0,0.18032786885245902,0.5714285714285714,0.3141592920353982,1.0,0.22784810126582278,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03721051262034868,0.32653061224489793,0.09869606077218263,1.0,0.05191475725044063,0.15483870967741936,0.13229813664596274,0.18226760424264102,0.08571428571428572,0.2132132132132132,0.5714285714285714,0.1518987341772152,0.3179749919386622,0.08129253864257999,0.22784810126582278,0.029968782518210196,0.03968944099378882,0.03757998602800241,0.025714285714285714,0.08905380333951762,0.14214214214214213,0.32653061224489793,0.10126582278481013,0.058342656533312755,0.06818981143305468,0.09989479835241155,0.02900387057097075,0.1861390791038518,0.5714285714285714,0.3218370363751641,0.22784810126582278,0.024489795918367346,0.03460983816696042,0.018522350576790376,0.05191475725044063,3000.0
23,0.0,0.09836065573770492,0.14285714285714285,0.08849557522123894,1.0,0.06329113924050633,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01249024199843872,0.02040816326530612,0.00783146683373796,1.0,0.00400576830636116,0.02258064516129032,0.021739130434782608,0.09949216804864443,0.013888888888888888,0.015015015015015015,0.14285714285714285,0.010548523206751054,0.08957042026441188,0.006360918516633802,0.06329113924050633,0.0025494276795005205,0.0038043478260869567,0.01261596558854311,0.0024305555555555556,0.003246753246753247,0.0025025025025025025,0.02040816326530612,0.0017580872011251757,0.0027005130974885228,0.001352704055406758,0.007926585864107246,0.0006392882931290253,0.10274343434406157,0.14285714285714285,0.09065832010568002,0.06329113924050633,0.0011022927689594356,0.0006676280510601934,0.0004025897795337849,0.00400576830636116,2366.6666666666665
24,1.0,0.11475409836065574,0.14285714285714285,0.0752212389380531,1.0,0.05063291139240506,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01639344262295082,0.02040816326530612,0.005658234787375676,1.0,0.0025636917160711424,0.025806451612903226,0.02111801242236025,0.11604725528744375,0.012698412698412698,0.012762762762762763,0.14285714285714285,0.008438818565400843,0.0761348572247501,0.004325424591310985,0.05063291139240506,0.0033298647242455777,0.00422360248447205,0.016557653026352474,0.0025396825396825397,0.0037105751391465678,0.0021271271271271273,0.02040816326530612,0.0014064697609001407,0.002229852243354809,0.0009773286800313827,0.005726958286817485,0.0003695086334285766,0.11942256329601961,0.14285714285714285,0.07705957208982803,0.05063291139240506,0.0008062484252960443,0.00042728195267852375,0.000219008840066379,0.0025636917160711424,2683.333333333333
25,1.0,0.6065573770491803,0.42857142857142855,0.11946902654867257,1.0,0.08860759493670886,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.375487900078064,0.1836734693877551,0.014272848304487431,1.0,0.007851305880467873,0.36774193548387096,0.15931677018633542,0.6126998724514233,0.10555555555555556,0.060810810810810814,0.42857142857142855,0.04430379746835443,0.12092006735695603,0.012022135996437885,0.08860759493670886,0.22539021852237254,0.15135093167701863,0.3791928973048138,0.10027777777777777,0.15862708719851576,0.030405405405405407,0.1836734693877551,0.022151898734177215,0.02671771922379538,0.00739590942293645,0.014446202737335455,0.001631144079918708,0.619796431854761,0.42857142857142855,0.12238873214266803,0.08860759493670886,0.011728395061728396,0.003925652940233937,0.001065252556646395,0.007851305880467873,1500.0
